"cve_ent","poblacion","nombre","totalCasos","tasax100k"
"7083","20161","Socoltenango","0","0.0000"
"7084","8812","Solosuchiapa","0","0.0000"
"7085","11749","Soyalo","0","0.0000"
"7087","42201","Suchiate","0","0.0000"
"7088","2601","Sunuapa","0","0.0000"
"7090","4346","Tapalapa","0","0.0000"
"7091","14197","Tapilula","0","0.0000"
"7092","45447","Tecpatan","0","0.0000"
"7093","47721","Tenejapa","0","0.0000"
"7096","85507","Tila","0","0.0000"
"7098","7894","Totolapa","0","0.0000"
"7099","85344","La Trinitaria","0","0.0000"
"7102","45900","Tuxtla Chico","0","0.0000"
"7103","34867","Tuzantan","0","0.0000"
"7104","16874","Tzimol","0","0.0000"
"7105","16780","Union Juarez","0","0.0000"
"7106","70992","Venustiano Carranza","0","0.0000"
"7107","85784","Villa Corzo","0","0.0000"
"7109","41655","Yajalon","0","0.0000"
"7110","7896","San Lucas","0","0.0000"
"7111","44824","Zinacantan","0","0.0000"
"7112","37811","San Juan Cancuc","0","0.0000"
"7113","7152","Aldama","0","0.0000"
"7114","21603","Benemerito de las Americas","0","0.0000"
"7115","13755","Maravilla Tenejapa","0","0.0000"
"7116","12226","Marques de Comillas","0","0.0000"
"7117","8367","Montecristo de Guerrero","0","0.0000"
"7118","5845","San Andres Duraznal","0","0.0000"
"7119","3975","Santiago el Pinar","0","0.0000"
"8002","26197","Aldama","0","0.0000"
"8003","9453","Allende","0","0.0000"
"8004","19050","Aquiles Serdan","0","0.0000"
"8005","26409","Ascension","0","0.0000"
"8007","17825","Balleza","0","0.0000"
"8008","12939","Batopilas","0","0.0000"
"8009","29835","Bocoyna","0","0.0000"
"8010","25001","Buenaventura","0","0.0000"
"8012","10083","Carichi","0","0.0000"
"8013","12143","Casas Grandes","0","0.0000"
"8014","2364","Coronado","0","0.0000"
"8015","1819","Coyame del Sotol","0","0.0000"
"8016","4226","La Cruz","0","0.0000"
"8018","5098","Cusihuiriachi","0","0.0000"
"8020","8541","Chinipas","0","0.0000"
"8021","160245","Delicias","0","0.0000"
"8022","2770","Dr. Belisario Dominguez","0","0.0000"
"8023","7056","Galeana","0","0.0000"
"8024","4293","Santa Isabel","0","0.0000"
"8025","9599","Gomez Farias","0","0.0000"
"8026","2787","Gran Morelos","0","0.0000"
"8027","49926","Guachochi","0","0.0000"
"8029","58658","Guadalupe y Calvo","0","0.0000"
"8030","8603","Guazapares","0","0.0000"
"8031","42409","Guerrero","0","0.0000"
"8032","117624","Hidalgo del Parral","0","0.0000"
"8033","1070","Huejotitan","0","0.0000"
"8034","7488","Ignacio Zaragoza","0","0.0000"
"8035","11778","Janos","0","0.0000"
"8036","45709","Jimenez","0","0.0000"
"8039","4342","Lopez","0","0.0000"
"8040","30936","Madera","0","0.0000"
"8041","1731","Maguarichi","0","0.0000"
"8042","1562","Manuel Benavides","0","0.0000"
"8043","3306","Matachi","0","0.0000"
"8044","4847","Matamoros","0","0.0000"
"8046","8309","Morelos","0","0.0000"
"8047","5520","Moris","0","0.0000"
"8049","2831","Nonoava","0","0.0000"
"8050","67320","Nuevo Casas Grandes","0","0.0000"
"8051","7989","Ocampo","0","0.0000"
"8053","5140","Praxedis G. Guerrero","0","0.0000"
"8054","8290","Riva Palacio","0","0.0000"
"8055","18394","Rosales","0","0.0000"
"8056","2182","Rosario","0","0.0000"
"8057","2445","San Francisco de Borja","0","0.0000"
"8058","2830","San Francisco de Conchos","0","0.0000"
"8059","5502","San Francisco del Oro","0","0.0000"
"8060","11572","Santa Barbara","0","0.0000"
"8061","3381","Satevo","0","0.0000"
"8063","7001","Temosachic","0","0.0000"
"8064","1830","El Tule","0","0.0000"
"8065","22257","Urique","0","0.0000"
"8066","6630","Uruachi","0","0.0000"
"8067","5651","Valle de Zaragoza","0","0.0000"
"10001","34749","Canatlan","0","0.0000"
"10002","4816","Canelas","0","0.0000"
"10003","4649","Coneto de Comonfort","0","0.0000"
"10004","37479","Cuencame","0","0.0000"
"10009","10512","Guanacevi","0","0.0000"
"10010","4165","Hidalgo","0","0.0000"
"10011","5392","Inde","0","0.0000"
"10014","40593","Mezquital","0","0.0000"
"10015","13877","Nazas","0","0.0000"
"10016","20881","Nombre de Dios","0","0.0000"
"10017","10333","Ocampo","0","0.0000"
"10018","12281","El Oro","0","0.0000"
"10019","5513","Otaez","0","0.0000"
"10020","12907","Panuco de Coronado","0","0.0000"
"10021","11538","Peñon Blanco","0","0.0000"
"10022","26935","Poanas","0","0.0000"
"10023","53006","Pueblo Nuevo","0","0.0000"
"10024","14407","Rodeo","0","0.0000"
"10025","3459","San Bernardo","0","0.0000"
"10026","20114","San Dimas","0","0.0000"
"10027","5917","San Juan de Guadalupe","0","0.0000"
"10029","2258","San Luis del Cordero","0","0.0000"
"10030","1631","San Pedro del Gallo","0","0.0000"
"10031","7509","Santa Clara","0","0.0000"
"10032","51125","Santiago Papasquiaro","0","0.0000"
"10033","6766","Suchil","0","0.0000"
"10034","27368","Tamazula","0","0.0000"
"10035","11545","Tepehuanes","0","0.0000"
"10036","24946","Tlahualilo","0","0.0000"
"10037","9849","Topia","0","0.0000"
"10038","23279","Vicente Guerrero","0","0.0000"
"10039","28862","Nuevo Ideal","0","0.0000"
"11004","72209","Apaseo el Alto","0","0.0000"
"11005","99036","Apaseo el Grande","0","0.0000"
"11006","5559","Atarjea","0","0.0000"
"11008","40608","Manuel Doblado","0","0.0000"
"11009","87191","Comonfort","0","0.0000"
"11010","12998","Coroneo","0","0.0000"
"11012","29959","Cueramaro","0","0.0000"
"11013","25606","Doctor Mora","0","0.0000"
"11014","160771","Dolores Hidalgo Cuna de la Independencia Nacional","0","0.0000"
"11016","22612","Huanimaro","0","0.0000"
"11018","41154","Jaral del Progreso","0","0.0000"
"11019","51332","Jerecuaro","0","0.0000"
"11022","24758","Ocampo","0","0.0000"
"11024","12620","Pueblo Nuevo","0","0.0000"
"11025","86012","Purisima del Rincon","0","0.0000"
"11026","62603","Romita","0","0.0000"
"11028","106978","Salvatierra","0","0.0000"
"11029","41588","San Diego de la Union","0","0.0000"
"11030","118417","San Felipe","0","0.0000"
"11031","125904","San Francisco del Rincon","0","0.0000"
"11032","83562","San Jose Iturbide","0","0.0000"
"11034","5584","Santa Catarina","0","0.0000"
"11035","88644","Santa Cruz de Juventino Rosas","0","0.0000"
"11036","7327","Santiago Maravatio","0","0.0000"
"11038","12978","Tarandacuao","0","0.0000"
"11039","36574","Tarimoro","0","0.0000"
"11040","20238","Tierra Blanca","0","0.0000"
"11043","21521","Victoria","0","0.0000"
"11045","12285","Xichu","0","0.0000"
"12003","38895","Ajuchitlan del Progreso","0","0.0000"
"12004","20112","Alcozauca de Guerrero","0","0.0000"
"12005","6959","Alpoyeca","0","0.0000"
"12006","11719","Apaxtla","0","0.0000"
"12007","32547","Arcelia","0","0.0000"
"12009","5284","Atlamajalcingo del Monte","0","0.0000"
"12010","28136","Atlixtac","0","0.0000"
"12011","62574","Atoyac de Alvarez","0","0.0000"
"12012","70242","Ayutla de los Libres","0","0.0000"
"12013","13164","Azoyu","0","0.0000"
"12014","15926","Benito Juarez","0","0.0000"
"12015","13737","Buenavista de Cuellar","0","0.0000"
"12016","12661","Coahuayutla de Jose Maria Izazaga","0","0.0000"
"12018","14641","Copala","0","0.0000"
"12019","15096","Copalillo","0","0.0000"
"12020","20779","Copanatoyac","0","0.0000"
"12022","40408","Coyuca de Catalan","0","0.0000"
"12023","27919","Cuajinicuilapa","0","0.0000"
"12024","7807","Cualac","0","0.0000"
"12025","16569","Cuautepec","0","0.0000"
"12026","8951","Cuetzala del Progreso","0","0.0000"
"12027","20384","Cutzamala de Pinzon","0","0.0000"
"12030","21527","Florencio Villarreal","0","0.0000"
"12031","5936","General Canuto A. Neri","0","0.0000"
"12032","37840","General Heliodoro Castillo","0","0.0000"
"12034","38696","Huitzuco de los Figueroa","0","0.0000"
"12036","11614","Igualapa","0","0.0000"
"12037","6451","Ixcateopan de Cuauhtemoc","0","0.0000"
"12038","130796","Zihuatanejo de Azueta","0","0.0000"
"12039","25742","Juan R. Escudero","0","0.0000"
"12040","26857","Leonardo Bravo","0","0.0000"
"12041","28166","Malinaltepec","0","0.0000"
"12042","19306","Martir de Cuilapan","0","0.0000"
"12043","19095","Metlatonoc","0","0.0000"
"12044","13196","Mochitlan","0","0.0000"
"12045","26372","Olinala","0","0.0000"
"12046","69853","Ometepec","0","0.0000"
"12047","7049","Pedro Ascencio Alquisiras","0","0.0000"
"12048","45389","Petatlan","0","0.0000"
"12049","13270","Pilcaya","0","0.0000"
"12050","38809","Pungarabato","0","0.0000"
"12052","45121","San Luis Acatlan","0","0.0000"
"12054","28289","San Miguel Totolapan","0","0.0000"
"12056","47593","Tecoanapa","0","0.0000"
"12057","66974","Tecpan de Galeana","0","0.0000"
"12058","59123","Teloloapan","0","0.0000"
"12059","32914","Tepecoacuilco de Trujano","0","0.0000"
"12060","14890","Tetipac","0","0.0000"
"12062","24221","Tlacoachistlahuaca","0","0.0000"
"12063","10420","Tlacoapa","0","0.0000"
"12064","12711","Tlalchapa","0","0.0000"
"12065","7626","Tlalixtaquilla de Maldonado","0","0.0000"
"12067","22706","Tlapehuala","0","0.0000"
"12068","26968","La Union de Isidoro Montes de Oca","0","0.0000"
"12069","12255","Xalpatlahuac","0","0.0000"
"12071","30222","Xochistlahuaca","0","0.0000"
"12072","12587","Zapotitlan Tablas","0","0.0000"
"12073","18228","Zirandaro","0","0.0000"
"12074","23871","Zitlala","0","0.0000"
"12075","52924","Eduardo Neri","0","0.0000"
"12076","38738","Acatepec","0","0.0000"
"12077","14269","Marquelia","0","0.0000"
"12078","19337","Cochoapa el Grande","0","0.0000"
"12079","17905","Jose Joaquin de Herrera","0","0.0000"
"12080","7924","Juchitan","0","0.0000"
"12081","11317","Iliatenco","0","0.0000"
"13001","22119","Acatlan","0","0.0000"
"13002","46234","Acaxochitlan","0","0.0000"
"13004","9705","Agua Blanca de Iturbide","0","0.0000"
"13005","19882","Ajacuba","0","0.0000"
"13006","22078","Alfajayucan","0","0.0000"
"13007","13135","Almoloya","0","0.0000"
"13008","48036","Apan","0","0.0000"
"13009","20199","El Arenal","0","0.0000"
"13010","32226","Atitalaquia","0","0.0000"
"13011","21662","Atlapexco","0","0.0000"
"13012","29469","Atotonilco el Grande","0","0.0000"
"13014","18680","Calnali","0","0.0000"
"13015","19853","Cardonal","0","0.0000"
"13016","62361","Cuautepec de Hinojosa","0","0.0000"
"13017","14659","Chapantongo","0","0.0000"
"13018","25460","Chapulhuacan","0","0.0000"
"13020","2972","Eloxochitlan","0","0.0000"
"13025","23193","Huautla","0","0.0000"
"13026","15009","Huazalingo","0","0.0000"
"13027","27313","Huehuetla","0","0.0000"
"13029","49792","Huichapan","0","0.0000"
"13030","99735","Ixmiquilpan","0","0.0000"
"13031","14478","Jacala de Ledezma","0","0.0000"
"13032","12806","Jaltocan","0","0.0000"
"13033","3412","Juarez Hidalgo","0","0.0000"
"13034","10256","Lolotla","0","0.0000"
"13035","12508","Metepec","0","0.0000"
"13036","10333","San Agustin Metzquititlan","0","0.0000"
"13037","22194","Metztitlan","0","0.0000"
"13038","9665","Mineral del Chico","0","0.0000"
"13040","10915","La Mision","0","0.0000"
"13041","49931","Mixquiahuala de Juarez","0","0.0000"
"13042","12518","Molango de Escamilla","0","0.0000"
"13043","7394","Nicolas Flores","0","0.0000"
"13044","18122","Nopala de Villagran","0","0.0000"
"13045","10555","Omitlan de Juarez","0","0.0000"
"13046","41749","San Felipe Orizatlan","0","0.0000"
"13047","5354","Pacula","0","0.0000"
"13049","18829","Pisaflores","0","0.0000"
"13050","25375","Progreso de Obregon","0","0.0000"
"13053","20082","San Bartolo Tutotepec","0","0.0000"
"13054","37993","San Salvador","0","0.0000"
"13056","40098","Santiago Tulantepec de Lugo Guerrero","0","0.0000"
"13057","17377","Singuilucan","0","0.0000"
"13058","17607","Tasquillo","0","0.0000"
"13059","40515","Tecozautla","0","0.0000"
"13060","19646","Tenango de Doria","0","0.0000"
"13062","32819","Tepehuacan de Guerrero","0","0.0000"
"13064","11792","Tepetitlan","0","0.0000"
"13066","13444","Villa de Tezontepec","0","0.0000"
"13068","16044","Tianguistengo","0","0.0000"
"13070","20742","Tlahuelilpan","0","0.0000"
"13071","10933","Tlahuiltepa","0","0.0000"
"13072","11165","Tlanalapa","0","0.0000"
"13073","42175","Tlanchinol","0","0.0000"
"13074","30727","Tlaxcoapan","0","0.0000"
"13075","17698","Tolcayuca","0","0.0000"
"13078","21234","Xochiatipan","0","0.0000"
"13079","8289","Xochicoatlan","0","0.0000"
"13080","26131","Yahualica","0","0.0000"
"13081","37628","Zacualtipan de Angeles","0","0.0000"
"13082","20402","Zapotlan de Juarez","0","0.0000"
"13083","50540","Zempoala","0","0.0000"
"14002","24131","Acatlan de Juarez","0","0.0000"
"14003","24796","Ahualulco de Mercado","0","0.0000"
"14004","5840","Amacueca","0","0.0000"
"14005","16451","Amatitan","0","0.0000"
"14007","9961","San Juanito de Escobedo","0","0.0000"
"14008","80444","Arandas","0","0.0000"
"14009","21022","El Arenal","0","0.0000"
"14010","7149","Atemajac de Brizuela","0","0.0000"
"14011","5921","Atengo","0","0.0000"
"14012","4257","Atenguillo","0","0.0000"
"14013","64746","Atotonilco el Alto","0","0.0000"
"14014","8721","Atoyac","0","0.0000"
"14015","65556","Autlan de Navarro","0","0.0000"
"14016","40681","Ayotlan","0","0.0000"
"14017","13379","Ayutla","0","0.0000"
"14018","69931","La Barca","0","0.0000"
"14019","8193","Bolaños","0","0.0000"
"14020","11100","Cabo Corrientes","0","0.0000"
"14021","23230","Casimiro Castillo","0","0.0000"
"14022","44108","Cihuatlan","0","0.0000"
"14023","113944","Zapotlan el Grande","0","0.0000"
"14025","19292","Colotlan","0","0.0000"
"14026","6561","Concepcion de Buenos Aires","0","0.0000"
"14027","19139","Cuautitlan de Garcia Barragan","0","0.0000"
"14029","19373","Cuquio","0","0.0000"
"14030","54828","Chapala","0","0.0000"
"14031","3582","Chimaltitan","0","0.0000"
"14032","6470","Chiquilistlan","0","0.0000"
"14033","22848","Degollado","0","0.0000"
"14034","2058","Ejutla","0","0.0000"
"14035","57255","Encarnacion de Diaz","0","0.0000"
"14036","21176","Etzatlan","0","0.0000"
"14038","4536","Guachinango","0","0.0000"
"14040","10988","Hostotipaquillo","0","0.0000"
"14041","6197","Huejucar","0","0.0000"
"14042","9449","Huejuquilla el Alto","0","0.0000"
"14043","26051","La Huerta","0","0.0000"
"14044","59970","Ixtlahuacan de los Membrillos","0","0.0000"
"14045","20383","Ixtlahuacan del Rio","0","0.0000"
"14046","36081","Jalostotitlan","0","0.0000"
"14048","20395","Jesus Maria","0","0.0000"
"14049","10149","Jilotlan de los Dolores","0","0.0000"
"14050","49419","Jocotepec","0","0.0000"
"14051","19203","Juanacatlan","0","0.0000"
"14052","6021","Juchitlan","0","0.0000"
"14054","5896","El Limon","0","0.0000"
"14055","24117","Magdalena","0","0.0000"
"14056","2224","Santa Maria del Oro","0","0.0000"
"14057","4033","La Manzanilla de la Paz","0","0.0000"
"14058","15635","Mascota","0","0.0000"
"14059","14962","Mazamitla","0","0.0000"
"14060","5470","Mexticacan","0","0.0000"
"14061","20751","Mezquitic","0","0.0000"
"14062","3772","Mixtlan","0","0.0000"
"14064","34061","Ojuelos de Jalisco","0","0.0000"
"14065","12017","Pihuamo","0","0.0000"
"14066","55191","Poncitlan","0","0.0000"
"14068","11662","Villa Purificacion","0","0.0000"
"14069","8797","Quitupan","0","0.0000"
"14070","200159","El Salto","0","0.0000"
"14071","3155","San Cristobal de la Barranca","0","0.0000"
"14072","7699","San Diego de Alejandria","0","0.0000"
"14075","4054","San Marcos","0","0.0000"
"14076","3259","San Martin de Bolaños","0","0.0000"
"14078","35081","San Miguel el Alto","0","0.0000"
"14079","15352","Gomez Farias","0","0.0000"
"14080","5954","San Sebastian del Oeste","0","0.0000"
"14081","3407","Santa Maria de los Angeles","0","0.0000"
"14082","39384","Sayula","0","0.0000"
"14083","85654","Tala","0","0.0000"
"14084","16034","Talpa de Allende","0","0.0000"
"14085","41130","Tamazula de Gordiano","0","0.0000"
"14086","20647","Tapalpa","0","0.0000"
"14087","17722","Tecalitlan","0","0.0000"
"14089","3994","Techaluta de Montenegro","0","0.0000"
"14090","7500","Tenamaxtlan","0","0.0000"
"14091","44188","Teocaltiche","0","0.0000"
"14092","11168","Teocuitatlan de Corona","0","0.0000"
"14093","151133","Tepatitlan de Morelos","0","0.0000"
"14095","10327","Teuchitlan","0","0.0000"
"14099","10926","Toliman","0","0.0000"
"14102","6417","Tonaya","0","0.0000"
"14103","8426","Tonila","0","0.0000"
"14104","4691","Totatiche","0","0.0000"
"14105","24685","Tototlan","0","0.0000"
"14106","4628","Tuxcacuesco","0","0.0000"
"14107","6681","Tuxcueca","0","0.0000"
"14109","19231","Union de San Antonio","0","0.0000"
"14110","14444","Union de Tula","0","0.0000"
"14111","7487","Valle de Guadalupe","0","0.0000"
"14112","5902","Valle de Juarez","0","0.0000"
"14113","17376","San Gabriel","0","0.0000"
"14114","19122","Villa Corona","0","0.0000"
"14115","5882","Villa Guerrero","0","0.0000"
"14116","21795","Villa Hidalgo","0","0.0000"
"14117","4441","Cañadas de Obregon","0","0.0000"
"14119","30432","Zacoalco de Torres","0","0.0000"
"14121","31317","Zapotiltic","0","0.0000"
"14122","7479","Zapotitlan de Vadillo","0","0.0000"
"14123","19347","Zapotlan del Rey","0","0.0000"
"14124","72439","Zapotlanejo","0","0.0000"
"14125","20202","San Ignacio Cerro Gordo","0","0.0000"
"15001","69520","Acambay de Ruiz Castañeda","0","0.0000"
"15003","52173","Aculco","0","0.0000"
"15004","15645","Almoloya de Alquisiras","0","0.0000"
"15006","12169","Almoloya del Rio","0","0.0000"
"15007","25851","Amanalco","0","0.0000"
"15010","31576","Apaxco","0","0.0000"
"15015","32674","Atlautla","0","0.0000"
"15016","30040","Axapusco","0","0.0000"
"15017","11081","Ayapango","0","0.0000"
"15022","15387","Cocotitlan","0","0.0000"
"15026","30328","Chapa de Mota","0","0.0000"
"15027","12986","Chapultepec","0","0.0000"
"15028","31803","Chiautla","0","0.0000"
"15030","27570","Chiconcuac","0","0.0000"
"15032","36158","Donato Guerra","0","0.0000"
"15034","10090","Ecatzingo","0","0.0000"
"15036","46742","Hueypoxtla","0","0.0000"
"15038","12512","Isidro Fabela","0","0.0000"
"15040","38288","Ixtapan de la Sal","0","0.0000"
"15041","7283","Ixtapan del Oro","0","0.0000"
"15045","94893","Jilotepec","0","0.0000"
"15046","20713","Jilotzingo","0","0.0000"
"15049","14710","Joquicingo","0","0.0000"
"15050","27241","Juchitepec","0","0.0000"
"15052","29515","Malinalco","0","0.0000"
"15055","13744","Mexicaltzingo","0","0.0000"
"15056","31832","Morelos","0","0.0000"
"15062","71711","Ocoyoacac","0","0.0000"
"15063","36629","Ocuilan","0","0.0000"
"15065","38186","Otumba","0","0.0000"
"15066","4236","Otzoloapan","0","0.0000"
"15067","90805","Otzolotepec","0","0.0000"
"15069","4367","Papalotla","0","0.0000"
"15071","15066","Polotitlan","0","0.0000"
"15075","29145","San Martin de las Piramides","0","0.0000"
"15078","10262","Santo Tomas","0","0.0000"
"15079","14339","Soyaniquilpan de Juarez","0","0.0000"
"15080","28198","Sultepec","0","0.0000"
"15082","79795","Tejupilco","0","0.0000"
"15083","13690","Temamatla","0","0.0000"
"15084","41685","Temascalapa","0","0.0000"
"15085","67308","Temascalcingo","0","0.0000"
"15086","34348","Temascaltepec","0","0.0000"
"15087","109436","Temoaya","0","0.0000"
"15089","13344","Tenango del Aire","0","0.0000"
"15092","60992","Teotihuacan","0","0.0000"
"15093","33108","Tepetlaoxtoc","0","0.0000"
"15094","21137","Tepetlixpa","0","0.0000"
"15096","39658","Tequixquiac","0","0.0000"
"15097","20149","Texcaltitlan","0","0.0000"
"15098","5711","Texcalyacac","0","0.0000"
"15102","16819","Timilpan","0","0.0000"
"15105","37531","Tlatlaya","0","0.0000"
"15107","13559","Tonatico","0","0.0000"
"15111","54849","Villa de Allende","0","0.0000"
"15112","50614","Villa del Carbon","0","0.0000"
"15113","71710","Villa Guerrero","0","0.0000"
"15114","110462","Villa Victoria","0","0.0000"
"15116","4358","Zacazonapan","0","0.0000"
"15117","16080","Zacualpan","0","0.0000"
"15119","17962","Zumpahuacan","0","0.0000"
"15123","29784","Luvianos","0","0.0000"
"16001","12019","Acuitzio","0","0.0000"
"16002","15307","Aguililla","0","0.0000"
"16004","15851","Angamacutiro","0","0.0000"
"16005","11768","Angangueo","0","0.0000"
"16006","133955","Apatzingan","0","0.0000"
"16007","3432","Aporo","0","0.0000"
"16008","26147","Aquila","0","0.0000"
"16011","11960","Briseñas","0","0.0000"
"16012","49450","Buenavista","0","0.0000"
"16013","9652","Caracuaro","0","0.0000"
"16014","15155","Coahuayana","0","0.0000"
"16015","18450","Coalcoman de Vazquez Pallares","0","0.0000"
"16016","21736","Coeneo","0","0.0000"
"16017","35877","Contepec","0","0.0000"
"16018","9487","Copandaro","0","0.0000"
"16020","31334","Cuitzeo","0","0.0000"
"16021","13006","Charapan","0","0.0000"
"16022","23273","Charo","0","0.0000"
"16024","20016","Cheran","0","0.0000"
"16025","41138","Chilchota","0","0.0000"
"16026","5016","Chinicuila","0","0.0000"
"16027","4567","Chucandiro","0","0.0000"
"16028","5345","Churintzio","0","0.0000"
"16029","15902","Churumuco","0","0.0000"
"16030","13168","Ecuandureo","0","0.0000"
"16031","17519","Epitacio Huerta","0","0.0000"
"16033","23887","Gabriel Zamora","0","0.0000"
"16034","129114","Hidalgo","0","0.0000"
"16036","12489","Huandacareo","0","0.0000"
"16037","8412","Huaniqueo","0","0.0000"
"16038","42622","Huetamo","0","0.0000"
"16040","17595","Indaparapeo","0","0.0000"
"16041","15916","Irimbo","0","0.0000"
"16042","13523","Ixtlan","0","0.0000"
"16043","72669","Jacona","0","0.0000"
"16044","13350","Jimenez","0","0.0000"
"16046","15290","Juarez","0","0.0000"
"16047","22358","Jungapeo","0","0.0000"
"16048","5862","Lagunillas","0","0.0000"
"16050","92676","Maravatio","0","0.0000"
"16051","14517","Marcos Castellanos","0","0.0000"
"16054","7866","Morelos","0","0.0000"
"16055","47864","Mugica","0","0.0000"
"16056","29906","Nahuatzen","0","0.0000"
"16057","8501","Nocupetaro","0","0.0000"
"16058","20844","Nuevo Parangaricutiro","0","0.0000"
"16059","8480","Nuevo Urecho","0","0.0000"
"16061","25418","Ocampo","0","0.0000"
"16062","20338","Pajacuaran","0","0.0000"
"16063","16536","Panindicuaro","0","0.0000"
"16064","27992","Paracuaro","0","0.0000"
"16065","39341","Paracho","0","0.0000"
"16067","17752","Penjamillo","0","0.0000"
"16068","29376","Periban","0","0.0000"
"16070","16103","Purepero","0","0.0000"
"16071","70372","Puruandiro","0","0.0000"
"16072","14356","Querendaro","0","0.0000"
"16073","29118","Quiroga","0","0.0000"
"16074","10935","Cojumatlan de Regules","0","0.0000"
"16075","73199","Los Reyes","0","0.0000"
"16077","18936","San Lucas","0","0.0000"
"16078","13124","Santa Ana Maya","0","0.0000"
"16079","51652","Salvador Escalante","0","0.0000"
"16080","19980","Senguio","0","0.0000"
"16081","9161","Susupuato","0","0.0000"
"16082","81105","Tacambaro","0","0.0000"
"16083","32707","Tancitaro","0","0.0000"
"16085","35305","Tangancicuaro","0","0.0000"
"16086","16286","Tanhuato","0","0.0000"
"16087","15465","Taretan","0","0.0000"
"16088","119032","Tarimbaro","0","0.0000"
"16089","24911","Tepalcatepec","0","0.0000"
"16090","15878","Tingambato","0","0.0000"
"16091","15337","Tingüindin","0","0.0000"
"16092","14082","Tiquicheo de Nicolas Romero","0","0.0000"
"16093","30331","Tlalpujahua","0","0.0000"
"16094","6654","Tlazazalca","0","0.0000"
"16095","12593","Tocumbo","0","0.0000"
"16096","6992","Tumbiscatio","0","0.0000"
"16097","32588","Turicato","0","0.0000"
"16098","28471","Tuxpan","0","0.0000"
"16099","15964","Tuzantla","0","0.0000"
"16101","9026","Tzitzio","0","0.0000"
"16104","17460","Villamar","0","0.0000"
"16105","21677","Vista Hermosa","0","0.0000"
"16106","33136","Yurecuaro","0","0.0000"
"16107","79809","Zacapu","0","0.0000"
"16110","49471","Zinapecuaro","0","0.0000"
"16111","18251","Ziracuaretiro","0","0.0000"
"16113","27504","Jose Sixto Verduzco","0","0.0000"
"17001","18861","Amacuzac","0","0.0000"
"17003","38236","Axochiapan","0","0.0000"
"17010","18361","Jantetelco","0","0.0000"
"17013","16732","Jonacatepec","0","0.0000"
"17014","10691","Mazatepec","0","0.0000"
"17015","28263","Miacatlan","0","0.0000"
"17022","22015","Tetela del Volcan","0","0.0000"
"17023","7714","Tlalnepantla","0","0.0000"
"17024","55553","Tlaltizapan de Zapata","0","0.0000"
"17026","19129","Tlayacapan","0","0.0000"
"17027","12802","Totolapan","0","0.0000"
"17031","39137","Zacatepec","0","0.0000"
"17032","10182","Zacualpan","0","0.0000"
"17033","16954","Temoac","0","0.0000"
"18002","17226","Ahuacatlan","0","0.0000"
"18003","12736","Amatlan de Cañas","0","0.0000"
"18004","81920","Compostela","0","0.0000"
"18005","13540","Huajicori","0","0.0000"
"18007","20016","Jala","0","0.0000"
"18008","62038","Xalisco","0","0.0000"
"18009","45317","Del Nayar","0","0.0000"
"18010","37093","Rosamorada","0","0.0000"
"18011","26928","Ruiz","0","0.0000"
"18012","48024","San Blas","0","0.0000"
"18013","8231","San Pedro Lagunillas","0","0.0000"
"18014","25510","Santa Maria del Oro","0","0.0000"
"18019","14962","La Yesca","0","0.0000"
"19001","2918","Abasolo","0","0.0000"
"19002","2599","Agualeguas","0","0.0000"
"19003","1506","Los Aldamas","0","0.0000"
"19004","38297","Allende","0","0.0000"
"19005","19976","Anahuac","0","0.0000"
"19007","17800","Aramberri","0","0.0000"
"19008","4384","Bustamante","0","0.0000"
"19011","8324","Cerralvo","0","0.0000"
"19012","50563","Cienega de Flores","0","0.0000"
"19013","11962","China","0","0.0000"
"19014","37859","Doctor Arroyo","0","0.0000"
"19015","1845","Doctor Coss","0","0.0000"
"19016","3294","Doctor Gonzalez","0","0.0000"
"19017","44989","Galeana","0","0.0000"
"19020","6127","General Bravo","0","0.0000"
"19022","16283","General Teran","0","0.0000"
"19023","1194","General Treviño","0","0.0000"
"19024","6604","General Zaragoza","0","0.0000"
"19025","91913","General Zuazua","0","0.0000"
"19027","1998","Los Herreras","0","0.0000"
"19028","1712","Higueras","0","0.0000"
"19029","7746","Hualahuises","0","0.0000"
"19030","3979","Iturbide","0","0.0000"
"19032","5783","Lampazos de Naranjo","0","0.0000"
"19033","88689","Linares","0","0.0000"
"19034","6199","Marin","0","0.0000"
"19035","1071","Melchor Ocampo","0","0.0000"
"19036","7601","Mier y Noriega","0","0.0000"
"19037","5882","Mina","0","0.0000"
"19038","67657","Montemorelos","0","0.0000"
"19040","1083","Paras","0","0.0000"
"19041","112583","Pesqueria","0","0.0000"
"19042","5201","Los Ramones","0","0.0000"
"19043","2987","Rayones","0","0.0000"
"19044","39096","Sabinas Hidalgo","0","0.0000"
"19047","15902","Hidalgo","0","0.0000"
"19049","46955","Santiago","0","0.0000"
"19050","1942","Vallecillo","0","0.0000"
"19051","4567","Villaldama","0","0.0000"
"20001","1033","Abejones","0","0.0000"
"20002","47616","Acatlan de Perez Figueroa","0","0.0000"
"20003","2176","Asuncion Cacalotepec","0","0.0000"
"20004","1029","Asuncion Cuyotepeji","0","0.0000"
"20005","15831","Asuncion Ixtaltepec","0","0.0000"
"20007","2496","Asuncion Ocotlan","0","0.0000"
"20008","804","Asuncion Tlacolulita","0","0.0000"
"20009","7452","Ayotzintepec","0","0.0000"
