"cve_ent","poblacion","nombre","totalCasos","tasax100k"
"20243","1885","San Martin Tilcajete","0","0.0000"
"20244","3973","San Martin Toxpalan","0","0.0000"
"20245","1322","San Martin Zacatepec","0","0.0000"
"20246","648","San Mateo Cajonos","0","0.0000"
"20247","1622","Capulalpam de Mendez","0","0.0000"
"20248","15771","San Mateo del Mar","0","0.0000"
"20249","3758","San Mateo Yoloxochitlan","0","0.0000"
"20250","1182","San Mateo Etlatongo","0","0.0000"
"20251","1183","San Mateo Nejapam","0","0.0000"
"20252","2216","San Mateo Peñasco","0","0.0000"
"20253","1962","San Mateo Piñas","0","0.0000"
"20255","2106","San Mateo Sindihui","0","0.0000"
"20256","234","San Mateo Tlapiltepec","0","0.0000"
"20257","1068","San Melchor Betaza","0","0.0000"
"20258","775","San Miguel Achiutla","0","0.0000"
"20259","2485","San Miguel Ahuehuetitlan","0","0.0000"
"20260","2291","San Miguel Aloapam","0","0.0000"
"20261","7808","San Miguel Amatitlan","0","0.0000"
"20262","1021","San Miguel Amatlan","0","0.0000"
"20263","3416","San Miguel Coatlan","0","0.0000"
"20264","2223","San Miguel Chicahua","0","0.0000"
"20265","7117","San Miguel Chimalapa","0","0.0000"
"20266","8607","San Miguel del Puerto","0","0.0000"
"20267","277","San Miguel del Rio","0","0.0000"
"20268","1032","San Miguel Ejutla","0","0.0000"
"20269","4389","San Miguel el Grande","0","0.0000"
"20270","1157","San Miguel Huautla","0","0.0000"
"20271","3321","San Miguel Mixtepec","0","0.0000"
"20272","6768","San Miguel Panixtlahuaca","0","0.0000"
"20273","3463","San Miguel Peras","0","0.0000"
"20274","1334","San Miguel Piedras","0","0.0000"
"20275","8512","San Miguel Quetzaltepec","0","0.0000"
"20276","730","San Miguel Santa Flor","0","0.0000"
"20277","12703","Villa Sola de Vega","0","0.0000"
"20279","2833","San Miguel Suchixtepec","0","0.0000"
"20280","2368","Villa Talea de Castro","0","0.0000"
"20281","312","San Miguel Tecomatlan","0","0.0000"
"20282","749","San Miguel Tenango","0","0.0000"
"20283","1054","San Miguel Tequixtepec","0","0.0000"
"20284","3219","San Miguel Tilquiapam","0","0.0000"
"20285","3785","San Miguel Tlacamama","0","0.0000"
"20286","3254","San Miguel Tlacotepec","0","0.0000"
"20287","319","San Miguel Tulancingo","0","0.0000"
"20288","625","San Miguel Yotao","0","0.0000"
"20289","1191","San Nicolas","0","0.0000"
"20290","1043","San Nicolas Hidalgo","0","0.0000"
"20291","4369","San Pablo Coatlan","0","0.0000"
"20292","1448","San Pablo Cuatro Venados","0","0.0000"
"20293","19200","San Pablo Etla","0","0.0000"
"20295","9784","San Pablo Huixtepec","0","0.0000"
"20296","925","San Pablo Macuiltianguis","0","0.0000"
"20297","2477","San Pablo Tijaltepec","0","0.0000"
"20298","13199","San Pablo Villa de Mitla","0","0.0000"
"20299","1110","San Pablo Yaganiza","0","0.0000"
"20300","7006","San Pedro Amuzgos","0","0.0000"
"20301","1594","San Pedro Apostol","0","0.0000"
"20302","4608","San Pedro Atoyac","0","0.0000"
"20303","1140","San Pedro Cajonos","0","0.0000"
"20304","771","San Pedro Coxcaltepec Cantaros","0","0.0000"
"20305","4437","San Pedro Comitancillo","0","0.0000"
"20306","3781","San Pedro el Alto","0","0.0000"
"20307","10259","San Pedro Huamelula","0","0.0000"
"20308","3271","San Pedro Huilotepec","0","0.0000"
"20309","11804","San Pedro Ixcatlan","0","0.0000"
"20311","570","San Pedro Jaltepetongo","0","0.0000"
"20312","12760","San Pedro Jicayan","0","0.0000"
"20313","803","San Pedro Jocotipac","0","0.0000"
"20314","1668","San Pedro Juchatengo","0","0.0000"
"20315","1727","San Pedro Martir","0","0.0000"
"20316","727","San Pedro Martir Quiechapa","0","0.0000"
"20317","1299","San Pedro Martir Yucuxaco","0","0.0000"
"20318","51195","San Pedro Mixtepec Distrito 22","0","0.0000"
"20319","1110","San Pedro Mixtepec Distrito 26","0","0.0000"
"20320","702","San Pedro Molinos","0","0.0000"
"20321","750","San Pedro Nopala","0","0.0000"
"20322","847","San Pedro Ocopetatillo","0","0.0000"
"20323","2203","San Pedro Ocotepec","0","0.0000"
"20324","49364","San Pedro Pochutla","0","0.0000"
"20325","11353","San Pedro Quiatoni","0","0.0000"
"20326","5245","San Pedro Sochiapam","0","0.0000"
"20327","15367","San Pedro Tapanatepec","0","0.0000"
"20328","1251","San Pedro Taviche","0","0.0000"
"20329","1279","San Pedro Teozacoalco","0","0.0000"
"20330","4422","San Pedro Teutila","0","0.0000"
"20331","928","San Pedro Tidaa","0","0.0000"
"20332","375","San Pedro Topiltepec","0","0.0000"
"20333","2738","San Pedro Totolapam","0","0.0000"
"20334","47281","Villa de Tututepec de Melchor Ocampo","0","0.0000"
"20335","960","San Pedro Yaneri","0","0.0000"
"20336","1819","San Pedro Yolox","0","0.0000"
"20337","5406","San Pedro y San Pablo Ayutla","0","0.0000"
"20338","11426","Villa de Etla","0","0.0000"
"20339","4295","San Pedro y San Pablo Teposcolula","0","0.0000"
"20340","1778","San Pedro y San Pablo Tequixtepec","0","0.0000"
"20341","239","San Pedro Yucunama","0","0.0000"
"20342","3710","San Raymundo Jalpan","0","0.0000"
"20343","1988","San Sebastian Abasolo","0","0.0000"
"20344","2802","San Sebastian Coatlan","0","0.0000"
"20345","4222","San Sebastian Ixcapa","0","0.0000"
"20346","1500","San Sebastian Nicananduta","0","0.0000"
"20347","3783","San Sebastian Rio Hondo","0","0.0000"
"20348","8531","San Sebastian Tecomaxtlahuaca","0","0.0000"
"20350","19272","San Sebastian Tutla","0","0.0000"
"20351","2866","San Simon Almolongas","0","0.0000"
"20352","4367","San Simon Zahuatlan","0","0.0000"
"20353","2259","Santa Ana","0","0.0000"
"20354","532","Santa Ana Ateixtlahuaca","0","0.0000"
"20355","740","Santa Ana Cuauhtemoc","0","0.0000"
"20356","2148","Santa Ana del Valle","0","0.0000"
"20357","837","Santa Ana Tavela","0","0.0000"
"20358","2060","Santa Ana Tlapacoyan","0","0.0000"
"20359","923","Santa Ana Yareni","0","0.0000"
"20360","3913","Santa Ana Zegache","0","0.0000"
"20361","943","Santa Catalina Quieri","0","0.0000"
"20362","1510","Santa Catarina Cuixtla","0","0.0000"
"20363","2719","Santa Catarina Ixtepeji","0","0.0000"
"20364","16319","Santa Catarina Juquila","0","0.0000"
"20365","1140","Santa Catarina Lachatao","0","0.0000"
"20366","3973","Santa Catarina Loxicha","0","0.0000"
"20367","4677","Santa Catarina Mechoacan","0","0.0000"
"20368","2017","Santa Catarina Minas","0","0.0000"
"20369","2006","Santa Catarina Quiane","0","0.0000"
"20370","681","Santa Catarina Tayata","0","0.0000"
"20371","1095","Santa Catarina Ticua","0","0.0000"
"20372","1741","Santa Catarina Yosonotu","0","0.0000"
"20373","384","Santa Catarina Zapoquila","0","0.0000"
"20374","1625","Santa Cruz Acatepec","0","0.0000"
"20375","13683","Santa Cruz Amilpas","0","0.0000"
"20376","377","Santa Cruz de Bravo","0","0.0000"
"20377","11961","Santa Cruz Itundujia","0","0.0000"
"20378","3654","Santa Cruz Mixtepec","0","0.0000"
"20379","3063","Santa Cruz Nundaco","0","0.0000"
"20380","2233","Santa Cruz Papalutla","0","0.0000"
"20381","2788","Santa Cruz Tacache de Mina","0","0.0000"
"20382","1151","Santa Cruz Tacahua","0","0.0000"
"20383","624","Santa Cruz Tayata","0","0.0000"
"20384","4969","Santa Cruz Xitla","0","0.0000"
"20386","19026","Santa Cruz Zenzontepec","0","0.0000"
"20387","2944","Santa Gertrudis","0","0.0000"
"20388","2487","Santa Ines del Monte","0","0.0000"
"20389","945","Santa Ines Yatzeche","0","0.0000"
"20391","3548","Santa Lucia Miahuatlan","0","0.0000"
"20392","6679","Santa Lucia Monteverde","0","0.0000"
"20393","3985","Santa Lucia Ocotlan","0","0.0000"
"20394","2898","Santa Maria Alotepec","0","0.0000"
"20395","1783","Santa Maria Apazco","0","0.0000"
"20396","3384","Santa Maria la Asuncion","0","0.0000"
"20397","42679","Heroica Ciudad de Tlaxiaco","0","0.0000"
"20398","4436","Ayoquezco de Aldama","0","0.0000"
"20400","1683","Santa Maria Camotlan","0","0.0000"
"20401","25179","Santa Maria Colotepec","0","0.0000"
"20402","1104","Santa Maria Cortijo","0","0.0000"
"20403","3255","Santa Maria Coyotepec","0","0.0000"
"20404","769","Santa Maria Chachoapam","0","0.0000"
"20405","2213","Villa de Chilapa de Diaz","0","0.0000"
"20406","21031","Santa Maria Chilchotla","0","0.0000"
"20407","9380","Santa Maria Chimalapa","0","0.0000"
"20408","514","Santa Maria del Rosario","0","0.0000"
"20410","3508","Santa Maria Ecatepec","0","0.0000"
"20411","855","Santa Maria Guelace","0","0.0000"
"20412","3277","Santa Maria Guienagati","0","0.0000"
"20414","11850","Santa Maria Huazolotitlan","0","0.0000"
"20415","5145","Santa Maria Ipalapa","0","0.0000"
"20416","508","Santa Maria Ixcatlan","0","0.0000"
"20417","9625","Santa Maria Jacatepec","0","0.0000"
"20418","13616","Santa Maria Jalapa del Marques","0","0.0000"
"20419","537","Santa Maria Jaltianguis","0","0.0000"
"20420","2010","Santa Maria Lachixio","0","0.0000"
"20421","4837","Santa Maria Mixtequilla","0","0.0000"
"20422","623","Santa Maria Nativitas","0","0.0000"
"20423","509","Santa Maria Nduayaco","0","0.0000"
"20424","3970","Santa Maria Ozolotepec","0","0.0000"
"20425","2202","Santa Maria Papalo","0","0.0000"
"20426","8781","Santa Maria Peñoles","0","0.0000"
"20427","17112","Santa Maria Petapa","0","0.0000"
"20428","1997","Santa Maria Quiegolani","0","0.0000"
"20429","1519","Santa Maria Sola","0","0.0000"
"20430","386","Santa Maria Tataltepec","0","0.0000"
"20431","1744","Santa Maria Tecomavaca","0","0.0000"
"20432","957","Santa Maria Temaxcalapa","0","0.0000"
"20433","2687","Santa Maria Temaxcaltepec","0","0.0000"
"20434","4419","Santa Maria Teopoxco","0","0.0000"
"20435","3902","Santa Maria Tepantlali","0","0.0000"
"20436","1028","Santa Maria Texcatitlan","0","0.0000"
"20437","9632","Santa Maria Tlahuitoltepec","0","0.0000"
"20438","1760","Santa Maria Tlalixtac","0","0.0000"
"20439","26383","Santa Maria Tonameca","0","0.0000"
"20440","858","Santa Maria Totolapilla","0","0.0000"
"20441","9124","Santa Maria Xadani","0","0.0000"
"20442","288","Santa Maria Yalina","0","0.0000"
"20443","510","Santa Maria Yavesia","0","0.0000"
"20444","426","Santa Maria Yolotepec","0","0.0000"
"20445","1699","Santa Maria Yosoyua","0","0.0000"
"20446","6475","Santa Maria Yucuhiti","0","0.0000"
"20447","16538","Santa Maria Zacatepec","0","0.0000"
"20448","2286","Santa Maria Zaniza","0","0.0000"
"20449","3128","Santa Maria Zoquitlan","0","0.0000"
"20450","13114","Santiago Amoltepec","0","0.0000"
"20451","928","Santiago Apoala","0","0.0000"
"20452","4108","Santiago Apostol","0","0.0000"
"20453","4113","Santiago Astata","0","0.0000"
"20454","3128","Santiago Atitlan","0","0.0000"
"20455","2803","Santiago Ayuquililla","0","0.0000"
"20456","1674","Santiago Cacaloxtepec","0","0.0000"
"20457","3279","Santiago Camotlan","0","0.0000"
"20458","990","Santiago Comaltepec","0","0.0000"
"20459","4627","Santiago Chazumba","0","0.0000"
"20460","5338","Santiago Choapam","0","0.0000"
"20461","560","Santiago del Rio","0","0.0000"
"20462","4321","Santiago Huajolotitlan","0","0.0000"
"20463","545","Santiago Huauclilla","0","0.0000"
"20464","373","Santiago Ihuitlan Plumas","0","0.0000"
"20465","1675","Santiago Ixcuintepec","0","0.0000"
"20466","13319","Santiago Ixtayutla","0","0.0000"
"20467","19738","Santiago Jamiltepec","0","0.0000"
"20468","14474","Santiago Jocotepec","0","0.0000"
"20469","37344","Santiago Juxtlahuaca","0","0.0000"
"20470","4862","Santiago Lachiguiri","0","0.0000"
"20471","517","Santiago Lalopa","0","0.0000"
"20472","3524","Santiago Laollaga","0","0.0000"
"20473","1357","Santiago Laxopa","0","0.0000"
"20474","3398","Santiago Llano Grande","0","0.0000"
"20475","10252","Santiago Matatlan","0","0.0000"
"20476","425","Santiago Miltepec","0","0.0000"
"20477","1440","Santiago Minas","0","0.0000"
"20478","1820","Santiago Nacaltepec","0","0.0000"
"20479","211","Santiago Nejapilla","0","0.0000"
"20480","945","Santiago Nundiche","0","0.0000"
"20481","1805","Santiago Nuyoo","0","0.0000"
"20482","55235","Santiago Pinotepa Nacional","0","0.0000"
"20484","4623","Santiago Tamazola","0","0.0000"
"20485","3182","Santiago Tapextla","0","0.0000"
"20486","2557","Villa Tejupam de la Union","0","0.0000"
"20487","2116","Santiago Tenango","0","0.0000"
"20488","127","Santiago Tepetlapa","0","0.0000"
"20489","5087","Santiago Tetepec","0","0.0000"
"20490","3214","Santiago Texcalcingo","0","0.0000"
"20491","4566","Santiago Textitlan","0","0.0000"
"20492","3014","Santiago Tilantongo","0","0.0000"
"20493","562","Santiago Tillo","0","0.0000"
"20494","4904","Santiago Tlazoyaltepec","0","0.0000"
"20495","3106","Santiago Xanica","0","0.0000"
"20496","2153","Santiago Xiacui","0","0.0000"
"20497","4470","Santiago Yaitepec","0","0.0000"
"20498","7104","Santiago Yaveo","0","0.0000"
"20499","2211","Santiago Yolomecatl","0","0.0000"
"20500","8672","Santiago Yosondua","0","0.0000"
"20501","946","Santiago Yucuyachi","0","0.0000"
"20502","5472","Santiago Zacatepec","0","0.0000"
"20503","402","Santiago Zoochila","0","0.0000"
"20504","1687","Nuevo Zoquiapam","0","0.0000"
"20505","8300","Santo Domingo Ingenio","0","0.0000"
"20506","796","Santo Domingo Albarradas","0","0.0000"
"20507","3525","Santo Domingo Armenta","0","0.0000"
"20508","1574","Santo Domingo Chihuitan","0","0.0000"
"20509","11529","Santo Domingo de Morelos","0","0.0000"
"20510","685","Santo Domingo Ixcatlan","0","0.0000"
"20511","3343","Santo Domingo Nuxaa","0","0.0000"
"20512","850","Santo Domingo Ozolotepec","0","0.0000"
"20513","9495","Santo Domingo Petapa","0","0.0000"
"20514","1058","Santo Domingo Roayaga","0","0.0000"
"20515","68052","Santo Domingo Tehuantepec","0","0.0000"
"20516","5172","Santo Domingo Teojomulco","0","0.0000"
"20517","5871","Santo Domingo Tepuxtepec","0","0.0000"
"20518","142","Santo Domingo Tlatayapam","0","0.0000"
"20519","3079","Santo Domingo Tomaltepec","0","0.0000"
"20520","7210","Santo Domingo Tonala","0","0.0000"
"20521","251","Santo Domingo Tonaltepec","0","0.0000"
"20522","1203","Santo Domingo Xagacia","0","0.0000"
"20523","1618","Santo Domingo Yanhuitlan","0","0.0000"
"20524","312","Santo Domingo Yodohino","0","0.0000"
"20525","12641","Santo Domingo Zanatepec","0","0.0000"
"20526","18273","Santos Reyes Nopala","0","0.0000"
"20527","2741","Santos Reyes Papalo","0","0.0000"
"20528","1023","Santos Reyes Tepejillo","0","0.0000"
"20529","1352","Santos Reyes Yucuna","0","0.0000"
"20530","3724","Santo Tomas Jalieza","0","0.0000"
"20531","2745","Santo Tomas Mazaltepec","0","0.0000"
"20532","3927","Santo Tomas Ocotepec","0","0.0000"
"20533","2329","Santo Tomas Tamazulapan","0","0.0000"
"20534","4062","San Vicente Coatlan","0","0.0000"
"20535","2938","San Vicente Lachixio","0","0.0000"
"20536","447","San Vicente Nuñu","0","0.0000"
"20537","6872","Silacayoapam","0","0.0000"
"20538","715","Sitio de Xitlapehua","0","0.0000"
"20539","5930","Soledad Etla","0","0.0000"
"20541","1702","Tanetze de Zaragoza","0","0.0000"
"20542","833","Taniche","0","0.0000"
"20543","5999","Tataltepec de Valdes","0","0.0000"
"20544","981","Teococuilco de Marcos Perez","0","0.0000"
"20545","10338","Teotitlan de Flores Magon","0","0.0000"
"20546","6082","Teotitlan del Valle","0","0.0000"
"20547","986","Teotongo","0","0.0000"
"20548","1700","Tepelmeme Villa de Morelos","0","0.0000"
"20550","5745","San Jeronimo Tlacochahuaya","0","0.0000"
"20551","24027","Tlacolula de Matamoros","0","0.0000"
"20552","466","Tlacotepec Plumas","0","0.0000"
"20553","10912","Tlalixtac de Cabrera","0","0.0000"
"20554","5577","Totontepec Villa de Morelos","0","0.0000"
"20555","3093","Trinidad Zaachila","0","0.0000"
"20556","259","La Trinidad Vista Hermosa","0","0.0000"
"20557","16061","Union Hidalgo","0","0.0000"
"20558","1464","Valerio Trujano","0","0.0000"
"20559","23370","San Juan Bautista Valle Nacional","0","0.0000"
"20560","6980","Villa Diaz Ordaz","0","0.0000"
"20561","2935","Yaxe","0","0.0000"
"20562","1601","Magdalena Yodocono de Porfirio Diaz","0","0.0000"
"20563","1290","Yogana","0","0.0000"
"20564","1200","Yutanduchi de Guerrero","0","0.0000"
"20565","46846","Villa de Zaachila","0","0.0000"
"20566","3159","San Mateo Yucutindoo","0","0.0000"
"20567","3268","Zapotitlan Lagunas","0","0.0000"
"20568","1494","Zapotitlan Palmas","0","0.0000"
"20569","1672","Santa Ines de Zaragoza","0","0.0000"
"20570","20892","Zimatlan de Alvarez","0","0.0000"
"21001","69076","Acajete","0","0.0000"
"21002","9700","Acateno","0","0.0000"
"21003","37718","Acatlan","0","0.0000"
"21004","62477","Acatzingo","0","0.0000"
"21005","3132","Acteopan","0","0.0000"
"21006","16753","Ahuacatlan","0","0.0000"
"21007","3428","Ahuatlan","0","0.0000"
"21008","12082","Ahuazotepec","0","0.0000"
"21009","1893","Ahuehuetitla","0","0.0000"
"21010","70090","Ajalpan","0","0.0000"
"21011","1907","Albino Zertuche","0","0.0000"
"21012","6920","Aljojuca","0","0.0000"
"21013","22578","Altepexi","0","0.0000"
"21014","5245","Amixtlan","0","0.0000"
"21016","9196","Aquixtla","0","0.0000"
"21017","30052","Atempan","0","0.0000"
"21018","4005","Atexcal","0","0.0000"
"21020","7418","Atoyatempan","0","0.0000"
"21021","1390","Atzala","0","0.0000"
"21022","12950","Atzitzihuacan","0","0.0000"
"21023","9727","Atzitzintla","0","0.0000"
"21024","981","Axutla","0","0.0000"
"21025","9105","Ayotoxco de Guerrero","0","0.0000"
"21026","15345","Calpan","0","0.0000"
"21027","4148","Caltepec","0","0.0000"
"21028","2789","Camocuautla","0","0.0000"
"21029","3932","Caxhuacan","0","0.0000"
"21030","795","Coatepec","0","0.0000"
"21031","3119","Coatzingo","0","0.0000"
"21032","1415","Cohetzala","0","0.0000"
"21033","5174","Cohuecan","0","0.0000"
"21035","21827","Coxcatlan","0","0.0000"
"21036","14840","Coyomeapan","0","0.0000"
"21037","2449","Coyotepec","0","0.0000"
"21038","10686","Cuapiaxtla de Madero","0","0.0000"
"21039","9886","Cuautempan","0","0.0000"
"21040","10918","Cuautinchan","0","0.0000"
"21042","3296","Cuayuca de Andrade","0","0.0000"
"21043","51238","Cuetzalan del Progreso","0","0.0000"
"21044","16688","Cuyoaco","0","0.0000"
"21049","17625","Chiconcuautla","0","0.0000"
"21050","27408","Chichiquila","0","0.0000"
"21052","1259","Chigmecatitlan","0","0.0000"
"21054","36244","Chignautla","0","0.0000"
"21055","4862","Chila","0","0.0000"
"21057","8363","Honey","0","0.0000"
"21058","20984","Chilchotla","0","0.0000"
"21060","7936","Domingo Arenas","0","0.0000"
"21061","13471","Eloxochitlan","0","0.0000"
"21062","5100","Epatlan","0","0.0000"
"21063","15794","Esperanza","0","0.0000"
"21064","17984","Francisco Z. Mena","0","0.0000"
"21065","21893","General Felipe Angeles","0","0.0000"
"21066","6121","Guadalupe","0","0.0000"
"21067","18052","Guadalupe Victoria","0","0.0000"
"21068","8157","Hermenegildo Galeana","0","0.0000"
"21070","6848","Huatlatlauca","0","0.0000"
"21071","111389","Huauchinango","0","0.0000"
"21072","19663","Huehuetla","0","0.0000"
"21073","8989","Huehuetlan el Chico","0","0.0000"
"21075","13559","Hueyapan","0","0.0000"
"21076","27794","Hueytamalco","0","0.0000"
"21077","5785","Hueytlalpan","0","0.0000"
"21078","15926","Huitzilan de Serdan","0","0.0000"
"21079","5807","Huitziltepec","0","0.0000"
"21080","2817","Atlequizayan","0","0.0000"
"21081","3798","Ixcamilpa de Guerrero","0","0.0000"
"21082","9411","Ixcaquixtla","0","0.0000"
"21083","25772","Ixtacamaxtitlan","0","0.0000"
"21084","7501","Ixtepec","0","0.0000"
"21086","12830","Jalpan","0","0.0000"
"21087","13814","Jolalpan","0","0.0000"
"21088","4833","Jonotla","0","0.0000"
"21089","13788","Jopala","0","0.0000"
"21090","22555","Juan C. Bonilla","0","0.0000"
"21091","11422","Juan Galindo","0","0.0000"
"21092","5578","Juan N. Mendez","0","0.0000"
"21093","8243","Lafragua","0","0.0000"
"21094","36010","Libres","0","0.0000"
"21095","594","La Magdalena Tlatlauquitepec","0","0.0000"
"21096","3005","Mazapiltepec de Juarez","0","0.0000"
"21097","2501","Mixtla","0","0.0000"
"21098","6574","Molcaxac","0","0.0000"
"21099","20442","Cañada Morelos","0","0.0000"
"21100","10494","Naupan","0","0.0000"
"21101","3644","Nauzontla","0","0.0000"
"21102","13190","Nealtican","0","0.0000"
"21103","6672","Nicolas Bravo","0","0.0000"
"21104","33027","Nopalucan","0","0.0000"
"21105","5066","Ocotepec","0","0.0000"
"21107","12372","Olintla","0","0.0000"
"21108","19352","Oriental","0","0.0000"
"21109","23302","Pahuatlan","0","0.0000"
"21110","48935","Palmar de Bravo","0","0.0000"
"21111","19514","Pantepec","0","0.0000"
"21112","10239","Petlalcingo","0","0.0000"
"21115","54012","Quecholac","0","0.0000"
"21117","14754","Rafael Lara Grajales","0","0.0000"
"21118","29171","Los Reyes de Juarez","0","0.0000"
"21120","5871","San Antonio Cañada","0","0.0000"
"21121","1267","San Diego la Mesa Tochimiltzingo","0","0.0000"
"21122","11025","San Felipe Teotlalcingo","0","0.0000"
"21123","4143","San Felipe Tepatlan","0","0.0000"
"21124","16701","San Gabriel Chilac","0","0.0000"
"21125","9608","San Gregorio Atzompa","0","0.0000"
"21126","6639","San Jeronimo Tecuanipan","0","0.0000"
"21127","3675","San Jeronimo Xayacatlan","0","0.0000"
"21128","9309","San Jose Chiapa","0","0.0000"
"21129","14148","San Jose Miahuatlan","0","0.0000"
"21130","3545","San Juan Atenco","0","0.0000"
"21131","939","San Juan Atzompa","0","0.0000"
"21132","162438","San Martin Texmelucan","0","0.0000"
"21133","674","San Martin Totoltepec","0","0.0000"
"21134","21644","San Matias Tlalancaleca","0","0.0000"
"21135","537","San Miguel Ixitlan","0","0.0000"
"21136","13310","San Miguel Xoxtla","0","0.0000"
"21137","10491","San Nicolas Buenos Aires","0","0.0000"
"21138","12430","San Nicolas de los Ranchos","0","0.0000"
"21139","3778","San Pablo Anicano","0","0.0000"
"21141","3520","San Pedro Yeloixtlahuaca","0","0.0000"
"21143","33443","San Salvador el Verde","0","0.0000"
"21144","15860","San Salvador Huixcolotla","0","0.0000"
"21145","14734","San Sebastian Tlacotepec","0","0.0000"
"21146","853","Santa Catarina Tlaltempan","0","0.0000"
"21147","6712","Santa Ines Ahuatempan","0","0.0000"
"21149","27176","Santiago Miahuatlan","0","0.0000"
"21150","7648","Huehuetlan el Grande","0","0.0000"
"21151","9100","Santo Tomas Hueyotlipan","0","0.0000"
"21152","13062","Soltepec","0","0.0000"
"21153","23518","Tecali de Herrera","0","0.0000"
"21154","81930","Tecamachalco","0","0.0000"
"21155","6052","Tecomatlan","0","0.0000"
"21157","11865","Tehuitzingo","0","0.0000"
"21158","7527","Tenampulco","0","0.0000"
"21159","3938","Teopantlan","0","0.0000"
"21160","3336","Teotlalco","0","0.0000"
"21161","21821","Tepanco de Lopez","0","0.0000"
"21162","4349","Tepango de Rodriguez","0","0.0000"
"21163","18470","Tepatlaxco de Hidalgo","0","0.0000"
"21165","1158","Tepemaxalco","0","0.0000"
"21167","12058","Tepetzintla","0","0.0000"
"21168","7196","Tepexco","0","0.0000"
"21169","22408","Tepexi de Rodriguez","0","0.0000"
"21170","18007","Tepeyahualco","0","0.0000"
"21171","3794","Tepeyahualco de Cuauhtemoc","0","0.0000"
"21172","29767","Tetela de Ocampo","0","0.0000"
"21173","6283","Teteles de Avila Castillo","0","0.0000"
"21175","13396","Tianguismanalco","0","0.0000"
"21176","9094","Tilapa","0","0.0000"
"21177","55208","Tlacotepec de Benito Juarez","0","0.0000"
"21178","17687","Tlacuilotepec","0","0.0000"
"21179","30963","Tlachichuca","0","0.0000"
"21180","42437","Tlahuapan","0","0.0000"
"21181","7485","Tlaltenango","0","0.0000"
"21182","5299","Tlanepantla","0","0.0000"
"21183","21336","Tlaola","0","0.0000"
"21184","6860","Tlapacoya","0","0.0000"
"21186","57203","Tlatlauquitepec","0","0.0000"
"21187","5665","Tlaxco","0","0.0000"
"21188","18990","Tochimilco","0","0.0000"
"21189","22451","Tochtepec","0","0.0000"
"21190","1283","Totoltepec de Guerrero","0","0.0000"
"21192","6767","Tuzamapan de Galeana","0","0.0000"
"21193","7427","Tzicatlacoyan","0","0.0000"
"21194","31183","Venustiano Carranza","0","0.0000"
"21195","25910","Vicente Guerrero","0","0.0000"
"21196","1665","Xayacatlan de Bravo","0","0.0000"
"21198","1276","Xicotlan","0","0.0000"
"21199","42668","Xiutetelco","0","0.0000"
"21200","3624","Xochiapulco","0","0.0000"
"21201","3496","Xochiltepec","0","0.0000"
"21202","13403","Xochitlan de Vicente Suarez","0","0.0000"
"21203","6819","Xochitlan Todos Santos","0","0.0000"
"21204","8478","Yaonahuac","0","0.0000"
"21205","26450","Yehualtepec","0","0.0000"
"21206","4666","Zacapala","0","0.0000"
"21207","58800","Zacapoaxtla","0","0.0000"
"21208","87692","Zacatlan","0","0.0000"
"21209","8979","Zapotitlan","0","0.0000"
"21210","5936","Zapotitlan de Mendez","0","0.0000"
"21211","17284","Zaragoza","0","0.0000"
"21213","14075","Zihuateutla","0","0.0000"
"21214","18089","Zinacatepec","0","0.0000"
"21215","5240","Zongozotla","0","0.0000"
"21216","2583","Zoquiapan","0","0.0000"
"21217","19699","Zoquitlan","0","0.0000"
"22001","68441","Amealco de Bonfil","0","0.0000"
"22002","28189","Pinal de Amoles","0","0.0000"
"22003","14789","Arroyo Seco","0","0.0000"
"22004","76829","Cadereyta de Montes","0","0.0000"
"22005","69112","Colon","0","0.0000"
"22007","45877","Ezequiel Montes","0","0.0000"
"22008","42305","Huimilpan","0","0.0000"
"22009","29625","Jalpan de Serra","0","0.0000"
"22010","20313","Landa de Matamoros","0","0.0000"
"22012","76411","Pedro Escobedo","0","0.0000"
"22013","21988","Peñamiller","0","0.0000"
"22015","10323","San Joaquin","0","0.0000"
"22018","31465","Toliman","0","0.0000"
"23002","93104","Felipe Carrillo Puerto","0","0.0000"
"24001","19020","Ahualulco","0","0.0000"
"24002","8682","Alaquines","0","0.0000"
"24004","4313","Armadillo de los Infante","0","0.0000"
"24005","19719","Cardenas","0","0.0000"
"24006","10209","Catorce","0","0.0000"
"24007","20098","Cedral","0","0.0000"
"24008","22722","Cerritos","0","0.0000"
"24009","4762","Cerro de San Pedro","0","0.0000"
"24010","35725","Ciudad del Maiz","0","0.0000"
"24012","21674","Tancanhuitz","0","0.0000"
"24013","187772","Ciudad Valles","0","0.0000"
"24014","16224","Coxcatlan","0","0.0000"
"24015","21918","Charcas","0","0.0000"
"24016","45721","Ebano","0","0.0000"
"24017","27705","Guadalcazar","0","0.0000"
"24018","16719","Huehuetlan","0","0.0000"
"24019","5775","Lagunillas","0","0.0000"
"24021","59381","Mexquitic de Carmona","0","0.0000"
"24022","20338","Moctezuma","0","0.0000"
"24023","16295","Rayon","0","0.0000"
"24024","98982","Rioverde","0","0.0000"
"24025","33222","Salinas","0","0.0000"
"24026","9765","San Antonio","0","0.0000"
"24027","10793","San Ciro de Acosta","0","0.0000"
"24029","22089","San Martin Chalchicuautla","0","0.0000"
"24030","5396","San Nicolas Tolentino","0","0.0000"
